cod_IBGE;cidade;UF;latitude;longitude;venda_predita;vendas;pib_percapita;predominancia_pop_rural;populacao;IDHM
311680;COLUNA;MG;-18,2311;-42,8352;28490,0;64,99999999999997;13814,170000000006;1,0;8810,000000000005;0,583
311690;COMENDADOR GOMES;MG;-19,6973;-49,0789;1430,0;5,999999999999999;49807,43000000001;0,0;3128,000000000002;0,6970000000000001
311700;COMERCINHO;MG;-16,2963;-41,7945;56350,0;94,99999999999999;10020,810000000003;1,0;6624,000000000001;0,593
311710;CONCEIÇÃO DA APARECIDA;MG;-21,096;-46,2049;3593,0;12,999999999999996;23931,539999999994;0,0;10350,999999999998;0,6910000000000001
311720;CONCEIÇÃO DAS PEDRAS;MG;-22,1576;-45,4562;1638,0;5,999999999999999;19915,320000000014;0,0;2814,000000000001;0,6679999999999999
311730;CONCEIÇÃO DAS ALAGOAS;MG;-19,9172;-48,3839;5341,0;17,999999999999996;47228,249999999985;0,0;28781,99999999999;0,712
311740;CONCEIÇÃO DE IPANEMA;MG;-19,9326;-41,6908;46986,0;117,00000000000004;15792,799999999987;1,0;4580,999999999999;0,6759999999999999
311750;CONCEIÇÃO DO MATO DENTRO;MG;-19,0344;-43,4221;4066,0;12,0;278661,60999999975;0,0;17438,000000000015;0,6339999999999999
311760;CONCEIÇÃO DO PARÁ;MG;-19,7456;-44,8945;1562,0;5,999999999999999;70000,21000000002;1,0;5558,000000000001;0,7
311770;CONCEIÇÃO DO RIO VERDE;MG;-21,8778;-45,087;1834,0;9,000000000000002;22510,249999999993;0,0;13729,000000000002;0,665
311780;CONCEIÇÃO DOS OUROS;MG;-22,4078;-45,7996;8902,0;28,000000000000004;18942,64;0,0;11852,000000000002;0,7030000000000001
311783;CÔNEGO MARINHO;MG;-15,2892;-44,4181;213650,0;134,00000000000003;8913,709999999992;1,0;7729,9999999999945;0,621
311787;CONFINS;MG;-19,6282;-43,9931;1421,0;5,0;106824,09999999992;0,0;6867,000000000004;0,7470000000000001
311790;CONGONHAL;MG;-22,1488;-46,043;32947,0;87,99999999999999;16544,129999999997;0,0;12209,000000000002;0,712
311800;CONGONHAS;MG;-20,4958;-43,851;7950,0;23,000000000000004;62924,42999999999;0,0;55835,99999999998;0,7529999999999999
311810;CONGONHAS DO NORTE;MG;-18,8021;-43,6767;4685,0;18,999999999999996;10373,509999999998;0,0;5047,000000000004;0,5680000000000001
311820;CONQUISTA;MG;-19,9312;-47,5492;1355,0;5,0;66902,19000000005;0,0;6997,000000000005;0,7289999999999999
311830;CONSELHEIRO LAFAIETE;MG;-20,6634;-43,7846;3582,0;12,999999999999996;22900,930000000004;0,0;130584,00000000001;0,7609999999999999
311840;CONSELHEIRO PENA;MG;-19,1789;-41,4736;151467,0;1260,0000000000005;16815,830000000016;0,0;22974,999999999985;0,6620000000000001
311850;CONSOLAÇÃO;MG;-22,5493;-45,9255;1275,0;6,999999999999998;18812,190000000013;0,0;1785,9999999999993;0,673
311860;CONTAGEM;MG;-19,9321;-44,0539;5191,0;20,0;51446,700000000026;0,0;673848,9999999998;0,756
